Barcode,Product Name,Brand,Category,Ingredients,Allergens,Cross-Contaminants,Calories (kcal),Proteins (g),Fat (g),Carbohydrates (g),Available In,Labels,Nutrition Grade
8906009075853,Unibic Swaadesi Navratan Mixture,Unibic,Salty snacks,"‎Gram Flour, Edible Vegetable Oil (Rice Bran Oil, Sunflower Oil & Groundnut Oil), Bengal Gram, Lentil, Rice Flour, Rice Flakes, Peanut, Arrowroot Powder, Corn Flakes, Green Peas, Potato, Spice & Condiments (Spinach Powder, Red Chilli Powder, Kashmiri Chilli Powder, Turmeric Powder, Black Pepper, Ginger Powder, Dry Mango Powder, Clove Powder, Mace Powder, Nutmeg Powder, Cumin Powder, Fenugreek Seeds Powder, Coriander Seeds, Bay Leaf & Cardamom), Iodised Salt & Acidity Regulator (INS 330).",,,566.4,12.4,36.2,45.2,en:india,"en:vegetarian, en:green-dot-india",e
8902269520263,Electrokem,Schreiber dynamix dairies,Beverages,"Water, Sugar, Orange Juice Concentrate (1.75%*), Dextrose, Acidity Regulator (INS 330), Sodium Citrate (0.29%), Potassium Chloride (0.15%), Sodium Chloride (0.125%), Magnesium Sulphate (0.05%), Taurine (0.04%), Calcium lactate (0.04%), Ascorbic acid, Zinc Sulphate (0.0022%), Flavours (Nature Identical Flavouring Substances), Colour (INS 110)",,,73.6,0,0,18.4,en:india,,e
8906009532172,Max Protein Daily Choco Almond,RiteBite,"Snacks,Sweet snacks,Bars,Dietary supplements,Bodybuilding supplements,Energy bars,Protein bars,Protein Energy Bars,Energy Bars","Protein Blend (29%) (Soy Nuggets, Whey Protein Concentrate, Calcium Caseinate, Soy Concentrate), Dietary Fiber (16%) (Fructooligosacharide, Chicory Root Fiber), Dark Compound No Added Sugar (19%) (Maltitol, Edible Vegetable Oil, Cocoa Solids, Emulsifier (Soy Lecithin), Maltitol, Whole Grain Rolled Oats (8%), Almonds (7%), Brown Rice Crispy, Edible Vegetable Oil (High Oleic Sunflower Oil), Humectant (Glycerine), Cocoa Powder, Cocoa Mass, Flaxseeds, Tribasic Calcium Phosphate, Emulsifier (Soy Lecithin), Binding Agent (Guar Gum), Soy Protein Isolate, Salt and Citric Acid, Antioxidants (Vitamin C), Added Vitamins and Minerals, Glutamine and Amino Acids.",,,179,10,6.8,27.5,en:india,"en:no-preservatives, en:no-added-sugar",e
8901030903380,Horlicks Lite Regular Malt Flavour,Horlicks,"Beverages and beverages preparations, Beverages, Artificially sweetened beverages, Sweetened beverages, en:instant-beverages","Cereal Extract (65%) [Barley (37%), Wheat (15%), Malted Barley (12%), Wheat Malt (1%)], Milk Solids (17%), Corn Solids (Hydrolyzed), Minerals, 1 Soy Protein Isolate, Wheat Gluten, Nature Identical Flavouring Substances, Vitamins, Edible lodized Salt, Non-Caloric Sweetener [INS 950], Natural Flavour.",,,367,13,2.1,74,en:india,"en:vegetarian, en:green-dot-india",unknown
8906016410029,Godrej Jersey Full Cream Milk,"Jersey,Godrej",milk,"Milk solids, Vitamin A (Retinyl palmitate), Vitamin D2 (Ergocalciferol)",,,88,3.2,6,5.3,en:india,,e
8901725013042,Marie Light,Sunfeast,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits","Refined wheat flour (Maida) (66.6%), Sugar, Refined palm oil, Invert syrup, Milk solids, Raising agents [INS 503 (ii), INS 500(i), lodized salt, Nature identical flavouring substances, Flour treatment agent (INS 223), Emulsifier [Diacetyſtartaric and fatty acid esters of glycerol (from refined sunflower oil and palm oil)], Artificial flavouring substances (Milk, Vanilla), Mineral, Colour (INS 150d) and Vitamins.",,,452,8.9,13,75.8,en:india,"en:vegetarian, en:green-dot-india",e
8904089993807,Heritage A-One Spiced Buttermilk,Heritage,Buttermilks,"Pasteurised Water, Milk Solids (Curd), Edible Common Salt, Black Salt, Spices and condiments.",,,21.8,1.2,1,2,en:india,"en:vegetarian, en:green-dot-india",unknown
8906108306254,Zahidi Dates,Popular,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Nuts and their products,Dried products,Fruits,Dried plant-based foods,Dried fruits,Dates",Dates,,,342,2,0,82.79,en:india,en:100-natural,d
8904422701083,Iodised Salt,Patanjali,Iodised salts,"Edible Common Salt, Potassium lodate and Anticaking Agent (INS 551, INS 536)",,,0,0,0,0,en:india,"en:vegetarian, en:green-dot-india",not-applicable
8906152620627,Sawan Pani Puri Khakhra Bites,Sawan,en:crackers,"Wheat Atta, Oil, Pudina, Pani Puri Masala, Amchur Powder, Black Salt, Green Chilli Paste, Jeera Powder.",,,470,11.3,19.2,62.9,en:india,en:no-cholesterol,d
8906010911065,Dairy Day Medium Fat Frozen Dessert,Dairy Day,Frozen desserts,"Milk Solids, Water, Sugar Edible Vegetable Oil (Palm Kernel Oil), Emulsifier and Stabiliser (INS 471,412,433,407,401),  CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (INS 122) AND ADDED FLAVOUR-NATURE IDENTICAL STRAWBERRY FLAVOURING SUBSTANCES",,,48.12,3.67,7.5,20.94,en:india,,unknown
6923634953136,Magic Pops,Magic Pops,Candy,"SUGAR, GLUCOSE SYRUP,COLOUR(INS110) AND FLAVOUR(ORANGE),CONTAINS PERMITTED SYNTHETIC FOOD COLOUR AND ADDED FLAVOUR(ARTIFICIAL).",,,285,0,0,97,en:india,"en:vegetarian, en:not-advised-for-specific-people, en:green-dot-india, en:not-recommended-for-children-under-3-years",unknown
8908001658515,Qua Alkaline,Qua,Waters,No ingredients available,,,0,0,0,0,en:india,,b
8901648096955,Nutrifit probiotic dahi,Mother Dairy,curd,"Double Toned Milk, Water, Milk Solids, Vitamins A and D, and Active Lactic Culture with probiotics (Lactobacillus acidophilus (LA-5)&Bacteri animalis subop. lactis (BB-12)),",,,50,3.9,1.5,5.2,en:india,"en:vegetarian, en:green-dot-india",a
8908005144076,Multigrain energy bar,Yoga Bar,Protein Bar,"Nuts & Seeds 34% (Almonds. Sunflower, Sesame, pumpkin, Chia), Whole Grain Flakes 32% (Rolled Oats, Brown Rice, Saamai), Honey 22%, Dried Fruit (Dates & Cranberry) 9% Rice Crisps 2%, Prebiotic Fib (Acacia Gum). Cinnamon CONTAINS ADDED NATURAL FLAVOUR: Rosemary Extract",,,169,5.1,8,28,en:india,en:no-preservatives,a
8902080002023,Mixed Fruit Delight,Tropicana,mixed fruit juices,"WATER, SUGAR, *CONCENTRATED MIXED FRUIT JUICE 6.1% (FROM APPLE, MANGO, GUAVA, ORANGE, BANANA, APRICOT, PEACH), ACIDITY REGULATOR (330), STABILIZERS (466, 440), IODISED SALT, FLAVOUR (NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES), SWEETENER (960a), COLOUR (160a(i)).",,,42,0,0,10.5,en:india,"en:vegetarian, en:green-dot-india",c
8906005670366,Charli masala butter chakli,Charliee,Salty snacks,"Tapioca Flour (44%), Refined Palmolein Oil (28%), Black Matpe Flour (23%), lodised Salt (2%), Red Chilli Powder (2%), Butter (1%).",en:milk,,474,7.7,21.5,62.3,en:india,,e
8904335600671,Peanut butter,YogaBar,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters",,,,632,30.6,50.4,14,en:india,en:no-added-sugar,b
8901058005752,a+ masala millet,Nestle la laitiere,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, en:spices",No ingredients available,,,300,5.8,8.8,52.2,en:india,,not-applicable
8905507002590,First crop    Cream onion potato chips 50g,First Crop,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Crisps,Potato crisps","Potato(56.1%),Refined PamolineOil,Sugar(Sucrose),Milk Solids(2.5%),Onion Powder(1%),Parsley,Iodize Salt,White Pepper Powder Contain Added Flavour(Natural and Nature Identical Flavouring Substances),Allergen Alert:Contains Milk,May Contain traces of Wheat,Peanut, Nuts, Sesame and Oats.",en:milk,"en:gluten,en:nuts,en:peanuts,en:sesame-seeds",546.7,9.4,33.1,52.86,en:india,en:fssai-lic-no-10019064001921,e
8901491000772,American Style Cream & Onion Flavour,Lay's,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, en:flavoured-potato-crisps","Potato, Edible Vegetable Oil (Palmolein, Sunflower Oil), *Seasoning (Sugar, lodised Salt, Milk Solids, Spices & Condiments, Maltodextrin, Flavour (Natural and Nature Identical Flavouring Substances), Cheese Powder, Hydrolysed Vegetable Protein, Flavour Enhancers (627, 631), Edible Vegetable Oil (Palm, Coconut), Anticaking Agent (551)).",,,537,6.7,33.1,53,en:india,"en:vegetarian, en:green-dot-india",e
8901123005403,Lotto Choco Pie 12p,Lotte,chocolate,"CHOCO COVERING (25%) [SUGAR, HYDROGENATED VEGETABLE FAT (PALM), COCOA SOLIDS, MILK SOLIDS, EMULSIFIERS (322,476), ARTIFICIAL FLAVOUR (VANILLA)], WHEAT FLOUR (MAIDA), SUGAR, LIQUID GLUCOSE, INTERESTERIFIED & HYDROGENATED VEGETABLE FAT (PALM), HUMECTANTS(420, 422), RAISING AGENTS 1500(ii), 503(ii)]. MILK SOLIDS, DEXTROSE, PRESERVATIVES (202, 281), 1ODISED SALT, STABILIZERS (407, 406, 440, 401, 461, 415), ACIDITY REGULATOR 1341(i)] AND ARTIFICIAL FLAVOUR (MILK). cal diet)",en:milk,,441,4,17,63,"en:australia, en:india",en:no-preservatives,e
8906007280037,Fortune Soya Health Refined Oil,Fortune,"Soybean oils,soyabean oil",No ingredients available,,,900,0,100,0,en:india,,c
8904288626070,Mixed fruit Jam,Tops,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams","Sugar, Mixed Fruit Pulp 48% (Apple, Pear, Guava Pineapple, Banana, Mango, Grapes, Papaya), Gelling Agent (440) Acidity Regulator (330) & Preservatives (211,224) CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (122) AND ADDED FLAVOUR NATURE-IDENTICAL FLAVOURING SUBSTANCES (APPLE & PINEAPPLE) & ARTIFICIAL FLAVOURING SUBSTANCES (BANANA, RASPBERRY & STRAWBERRY)","en:apple,en:banana,en:sulphur-dioxide-and-sulphites",,285,0.1,0,71.1,en:india,"en:vegetarian, en:green-dot-india",d
8901595853403,Veg Hakka Noodles,Chings Secret,"Meals, Pasta dishes, Pot noodles","Refined wheat flour (96%), wheat gluten, iodized salt, raising agents (INS 500(i), INS(ii), thickening and stabilizing agents (INS 451 (i), INS 339 (ii), INS 412), Acidity Regulators (INS 450 (iii), INS 501 (i))",,"en:gluten,en:milk,en:mustard,en:nuts,en:peanuts,en:sesame-seeds,en:soybeans",373.33,12,1,80.67,en:india,"en:vegetarian, en:green-dot, en:green-dot-india",c
8901088055772,Saftoa 0ats,Saffola,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Oat, en:rolled-oats",Rolled Oats,,,345,12.6,5.3,66.8,en:india,"en:vegetarian, en:green-dot-india",a
0074305001161,Organic Apple Cider Vinegar,"Bragg,Live Food Products Inc.","Condiments,Sauces,Vinegars,Cider vinegars,Groceries","certified organic, raw apple cider vinegar and purified water, diluted to 5% acidity,",,,0,0,0,0,"en:france, en:india, en:united-states, en:world","en:no-gluten, en:organic, en:no-gmos, en:usda-organic, en:non-gmo-project",not-applicable
8901491100519,Kurkure,Kurkure,"Snacks,Salty snacks,Namkeen","Cereal Products (66%) (Rice Meal (43.5%), Corn Meal (23%)), Edible Vegetable Oil (Palmolein),*Seasoning (~Spices and Condiments, lodised Salt, Sugar, Flavour (Natural and Nature Identical Flavouring Substances), Black Salt, Tomato Powder, Acidity Regulators (330, 296, 334), Colour(160c), Maltodextrin) , Gram Meal (0.5%).",,,555,6.4,33.6,57.3,"en:france, en:india, en:nepal, en:spain",en:vegetarian,e
8901030667756,Fresh Tomato Ketchup,Kissan,"Condiments, Sauces, Tomato sauces, Ketchup, Tomato Ketchup, Groceries","WATER, TOMATO PASTE (28%), SUGAR, IODISED SALT, ACIDITY REGULATOR - 260, STABILISERS - 1422, 415, PRESERVATIVES - 211, ONION POWDER, GARLIC POWDER, SPICES AND CONDIMENTS.",,en:Saturated fat,20,0.2,0.1,4.6,en:india,"en:vegetarian, en:green-dot-india",e
8901246006189,Pizza and pasta sauce,Del Monte Quality,"Condiments, Sauces, Pasta sauces, Pizza sauces","Tomato Paste (41%), Water, Onions, Liquid Glucose, Sugar, Edible Vegetable Oil (Soyabean Oil), lodized Salt, Spices & Condiments (Garlic Powder (0.97%), Mixed Spices, Red Chilli Flakes (0.25%) and Red Paprika (0.19%)), Acidity Regulators (INS 260, INS 330), Milk Solids, Thickeners (INS 1422, INS 415) and Preservative (INS 211).",,en:CONTAINS ADDED Flavour,215,4.9,4.1,39.5,en:india,en:vegetarian,c
8901063012332,milk bikies,Britannia,Biscuits,No ingredients available,,,459,7.4,13.5,77.1,en:india,,d
7622201150303,Shots,Cadbury,"Chocolate balls, en:chocolate-candies","Sugar, Hydrogenated Oils, Lactose-Rich Deproteinized Whey Permeate Powder, Cocoa solids, Emulsifiers (442, 476), Stabilizer (414), Maltodextrin, Glazing Agent (903), Flavours (Natural, Nature identical and Artificial (Caramel and Vanilla) Flavouring Substances), Colours (102, 133, 122, 110).","en:milk,en:sulphur-dioxide-and-sulphites",en:gluten,473,2.1,18.2,76.2,en:india,"en:vegetarian, en:green-dot-india",e
8906002006113,Veg Mayonnaise,Dr. Oetker,Egg-free mayonnaises,"Mayonnaise Original (Proprietary Food - 12.6.1-Emulsified Dips dents: Refined Soyabean Oil, Water, Sugar, Milk Solids, lodised Sat, L Emulsifiers and Stabilizers (INS415, INS1442), Acidity Regulators (NS Preservatives (INS211, INS202), Antioxidant (INS319). TANG MILK Serve Size-15g Pack contains 26 M&Mid By: Dr. Oetker sa India Pvt. Ltd. Nutritional Information Energy (kcal) Protein (a) SP-3&4, Ind. Area Kaharani, For complaints, contact Alwar Rajasthan - are manager at ker in Carbohydrate (g) - Total Sugars (g) Added Sugars (g) 18002700481 Total Fat (g) Per Per 100g Serve P 502.2 753 SP 01/24 05 01 1.3 == 8.6 7.3 54 518 92 00 710.5/ - Saturated Fat (g) - Trans Fat (g) Cholesterol (mg) Sodium (ma)",,,502.2,0.5,51.8,8.6,en:india,en:no-gluten,unknown
8904063200051,Haldiram Bhujia 200g,Haldiram's,"Snacks, Fried foods, Flour fried","Tepary Beans Flour, Edible Vegetable Oil (Cotton Seed, Corn, Palmolein, Ground Nut and Rice Bran), Gram Pulse Flour, lodised Salt, *Spices & Condiments (Red Chilli Powder, Black Pepper Powder, Ginger Powder, Clove Powder, Mace Powder, Nutmeg Powder and Cardamom Powder). *Used as natural flavouring substances. Contains Peanut.",,,564,20,40,31,"en:france, en:india","en:vegetarian, en:green-dot, en:green-dot-india",e
8906017290125,Vedica,Bisleri,en:natural-mineral-waters,No ingredients available,,,0,0,1,0,en:india,,a
8906029790033,Snakker,Priyagold,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Wafers","SUGAR, HYDROGENATED VEGETABLE OIL (PALM), WHEAT FLOUR, COCOA SOLIDS (6%), MILK SOLIDS (5%), EMULSIFIERS (E322, E442, E476), IODISED SALT, LEAVING AGENT [E 500(ii)],  DOUGH CONDITIONER (E223), CONTAINS ADDED FLAVOUR [NATURAL AND NATURE IDENTICAL AND ARTIFICIAL (ETHYL VANILLIN) FLAVOURING SUBSTANCE. HYDROGENATED VEGETABLE FAT USED CONTAINS TRANSFAT",,"en:gluten,en:milk,en:soybeans,en:sulphur-dioxide-and-sulphites",480,5.9,21.9,64.6,en:india,"en:vegetarian, en:green-dot-india",e
8906006722194,Arabian dates,Lion,dates,Dates,,,323.46,2.31,0.3,77.88,en:india,"en:vegetarian, en:green-dot-india",c
